,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,waterheight
21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.983333333,1,1,1,1,1,1,1,0.904164576,1,0.997706422,0.965534342,0.293531185,0.99908341,1,1,1,1,1,0.669449943,0.597672163,0.696473309,0.799294789,0.914555893,0.904596366,0.99190162,0.998908978,0.998543218,1,1,0.970869658,0.980327869,0.51878801,0.919970082,0.969376515,0.998707676,1,1,1,0.984946237,0.669250646,0.957222222,1,1,1,1,1,0.999158314,0.997520031,1,1,1,1,1,1,1,0.965363128,0.908129176,0.847930283,0.760847107,0.833915378,1,0.796393342,0.784877363,0.763681982,0.736901682,0.722729457,0.73089455,0.705418279,0.497265681,0.511403231,0.834947754,1,0.995180308,0.142075774,1,0.931761549,0.997766195,1,0.999261448,1,0.949185249,1,1,-280
22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.983333333,1,1,1,1,1,1,1,0.904164576,1,0.997706422,0.964542524,0.293299328,0.99908341,1,1,1,1,1,0.665657591,0.596071775,0.696280594,0.798847036,0.914555893,0.903607417,0.99160168,0.998753117,0.998543218,1,1,0.970657027,0.980010576,0.518136403,0.919596111,0.969156202,0.998707676,1,1,1,0.984946237,0.669250646,0.956388889,1,1,1,1,1,0.999132808,0.997520031,1,1,1,1,1,1,1,0.964804469,0.908129176,0.844880174,0.759039256,0.833599495,1,0.796239211,0.784721137,0.763525169,0.736901682,0.722409098,0.730598341,0.705120572,0.496504827,0.509661071,0.833708337,1,0.995180308,0.141942369,1,0.931282346,0.997766195,1,0.998892171,1,0.948327616,1,1,-279
23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.983333333,1,1,1,1,1,1,1,0.904164576,1,0.997706422,0.964542524,0.293299328,0.99908341,1,1,1,1,1,0.662214534,0.594616877,0.695895163,0.798567191,0.914555893,0.902753325,0.99145171,0.998753117,0.998543218,1,1,0.970657027,0.979693284,0.51694179,0.919596111,0.968715576,0.998707676,1,1,1,0.984946237,0.669250646,0.956111111,1,1,1,1,1,0.999094549,0.997520031,1,1,1,1,1,1,1,0.963687151,0.907572383,0.843137255,0.757360537,0.833257287,1,0.79608508,0.784721137,0.763368355,0.736901682,0.722409098,0.730598341,0.704525156,0.496076846,0.507602154,0.832249638,1,0.995151619,0.141408751,1,0.930707303,0.997766195,1,0.998892171,1,0.947898799,1,1,-278
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.983333333,1,1,1,1,1,1,1,0.904164576,1,0.997706422,0.964542524,0.29306747,0.99908341,1,1,1,1,1,0.658106153,0.593452958,0.695702447,0.798259361,0.914555893,0.901644503,0.99130174,0.998753117,0.998543218,1,1,0.970657027,0.979693284,0.515421373,0.919596111,0.968715576,0.998707676,1,1,1,0.984946237,0.669250646,0.955,1,1,1,1,1,0.999056291,0.997520031,1,1,1,1,1,1,1,0.963128492,0.907572383,0.841830065,0.756456612,0.832967727,1,0.795776819,0.784721137,0.763054728,0.736901682,0.722248919,0.730154028,0.704376302,0.495458652,0.505543237,0.830981618,1,0.995151619,0.141008538,1,0.93013226,0.997580045,1,0.998892171,1,0.947469983,1,1,-277
25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.983333333,1,1,1,1,1,1,1,0.904164576,1,0.997419725,0.96429457,0.292603756,0.99908341,1,1,1,1,1,0.654114203,0.59199806,0.695702447,0.798175407,0.914555893,0.900722982,0.9910018,0.998753117,0.998543218,1,1,0.970657027,0.97958752,0.514661164,0.919222139,0.96827495,0.998449212,1,1,1,0.984946237,0.669250646,0.954722222,1,1,1,1,1,0.999018032,0.997329264,1,1,1,1,1,1,1,0.962569832,0.907572383,0.840958606,0.755552686,0.832634294,1,0.795776819,0.784408686,0.763054728,0.736901682,0.722248919,0.729709716,0.704376302,0.494935565,0.504276212,0.829589658,1,0.995122931,0.140341515,1,0.929461376,0.997580045,1,0.998707533,1,0.94661235,1,1,-276
26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.983333333,1,1,1,1,1,1,1,0.904164576,1,0.997419725,0.96429457,0.292603756,0.99908341,1,1,1,1,1,0.64957336,0.590737148,0.695317017,0.7980075,0.914555893,0.899749017,0.99070186,0.998753117,0.998543218,1,1,0.970444397,0.97958752,0.513900956,0.919222139,0.96827495,0.998449212,1,1,1,0.984946237,0.669250646,0.954166667,1,1,1,1,1,0.99900528,0.997329264,1,1,1,1,1,1,1,0.962569832,0.90701559,0.840087146,0.754390496,0.83233596,1,0.795622688,0.784408686,0.762741101,0.736901682,0.722248919,0.729709716,0.703929741,0.494222264,0.501583782,0.828207231,1,0.995094242,0.140074707,1,0.929269695,0.997393894,1,0.998707533,1,0.945897656,1,1,-275
27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.983333333,1,1,1,1,1,1,1,0.90366282,1,0.997419725,0.963798661,0.292603756,0.99908341,1,1,1,1,1,0.645564778,0.588603298,0.695317017,0.797755639,0.914555893,0.898827496,0.99040192,0.998597257,0.998543218,1,1,0.970444397,0.979481756,0.513466551,0.918848168,0.96827495,0.998449212,1,1,1,0.984946237,0.669250646,0.953611111,1,1,1,1,1,0.998992527,0.997329264,1,1,1,1,1,1,1,0.962569832,0.905345212,0.838779956,0.753228306,0.832090273,1,0.795468557,0.784408686,0.762427474,0.736901682,0.722088739,0.729561611,0.703632033,0.493651624,0.499366487,0.826634124,1,0.995094242,0.140074707,1,0.929078014,0.997393894,1,0.998707533,1,0.945040023,1,1,-274
28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.983333333,1,1,1,1,1,1,1,0.90366282,1,0.997419725,0.962806844,0.292603756,0.99908341,1,1,1,1,1,0.641489663,0.58671193,0.695317017,0.79739184,0.914555893,0.897748642,0.99025195,0.998597257,0.998543218,1,1,0.970231767,0.979270227,0.512706342,0.918474196,0.967834325,0.998190747,1,1,1,0.984946237,0.669250646,0.953611111,1,1,1,1,1,0.998979774,0.997329264,1,1,1,1,1,1,1,0.962569832,0.905345212,0.837472767,0.75232438,0.831818262,1,0.795468557,0.784252461,0.762427474,0.736739974,0.72192856,0.729413507,0.703036618,0.492938323,0.497941083,0.825280299,1,0.995036865,0.139407684,1,0.928790493,0.997393894,1,0.998707533,1,0.944468268,1,1,-273
29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.983333333,1,1,1,1,1,1,1,0.903161064,1,0.997419725,0.962806844,0.292371899,0.99908341,1,1,1,1,1,0.637713944,0.585451018,0.695124301,0.796832149,0.914555893,0.896872073,0.99010198,0.998441397,0.998543218,1,1,0.970019137,0.979164463,0.511185925,0.91828721,0.967393699,0.998190747,1,1,1,0.984946237,0.669250646,0.953611111,1,1,1,1,1,0.99891601,0.997329264,1,1,1,1,1,1,1,0.962569832,0.904788419,0.836601307,0.750645661,0.831484829,1,0.795468557,0.784252461,0.762113847,0.736739974,0.721608201,0.729265403,0.702590057,0.492367683,0.496990814,0.82377393,1,0.995036865,0.138874066,1,0.928407131,0.997393894,1,0.998707533,1,0.943682104,1,1,-272
30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.983333333,1,1,1,1,1,1,1,0.903161064,1,0.997419725,0.962310935,0.292371899,0.99908341,1,1,1,1,1,0.633605562,0.583899127,0.694931586,0.796524319,0.914555893,0.895800712,0.98995201,0.998285536,0.998543218,1,1,0.970019137,0.979058699,0.509774109,0.91828721,0.967173386,0.998190747,1,1,1,0.984946237,0.669250646,0.952777778,1,1,1,1,1,0.998903257,0.997329264,1,1,1,1,1,1,1,0.962011173,0.904788419,0.835729847,0.749483471,0.831142621,1,0.795468557,0.784252461,0.761957033,0.736739974,0.721287842,0.729265403,0.702292349,0.491987256,0.495882167,0.822258028,1,0.995008176,0.138607257,1,0.927927928,0.997393894,1,0.998707533,1,0.942753002,1,1,-271
31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.983333333,1,1,1,1,1,1,1,0.903161064,1,0.997419725,0.961567072,0.292371899,0.99908341,1,1,1,1,1,0.629197784,0.582783705,0.694738871,0.796328427,0.91421817,0.894759318,0.98980204,0.998285536,0.998543218,1,1,0.970019137,0.978741407,0.508145091,0.918100224,0.966953073,0.998190747,1,1,1,0.984946237,0.669250646,0.951666667,1,1,1,1,1,0.998864999,0.997138497,1,1,0.999645012,1,1,1,1,0.962011173,0.904231626,0.835294118,0.74767562,0.830826738,1,0.795468557,0.784096235,0.76180022,0.736578266,0.721127663,0.728969194,0.701994641,0.491321508,0.493981628,0.820618183,1,0.995008176,0.138473853,1,0.927161204,0.997393894,1,0.998522895,1,0.941823899,1,1,-270
