,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,waterheight
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.961272476,0.936699322,0.88720993,0.768902331,0.885618333,0.99955595,0.334552102,1,1,1,1,1,1,1,1,1,1,0.99908341,1,1,1,0.963681049,0.915519253,0.897218601,0.825301205,0.779803059,0.800523349,0.848543315,1,0.820843307,0.769381922,0.73761085,0.732420554,0.761342554,0.939358826,1,1,0.996276376,0.995101041,1,1,1,1,0.871722317,0.261255549,1,1,1,1,0.186588483,1,1,0.925399645,1,1,1,0.617545487,1,1,0.990603363,0.926778565,1,0.829421866,0.82347688,1,1,1,1,0.44612286,0.658682635,0.943591035,1,0.913810655,1,0.62070805,1,0.977231242,1,1,0.965981656,1,1,1,0.98480573,0.932124593,0.754914475,0.393755526,0.998904538,1,0.94316613,1,0.940281397,0.828679078,0.799699111,0.708996815,0.632129278,1,0.785389032,0.997968736,0.953943218,0.630576714,0.639924873,1,0.735804623,1,1,1,1,1,1,0.961564859,1,1,0.994224206,0.971709007,0.959805116,0.933372816,0.879825835,0.802325581,0.298562251,0.529084158,1,0.675933036,0.998014748,0.999488229,1,1,1,0.974249559,0.421701415,0.994724347,1,1,1,1,1,1,0.984946237,0.669250646,1,1,1,1,1,1,0.989007504,1,0.558739632,0.870776819,0.975177305,1,1,1,1,1,1,1,0.984927916,0.965397924,0.943330763,1,1,1,1,1,0.896793003,0.946956734,0.978837209,0.986015644,0.97031323,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-300
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.960580913,0.935945742,0.886130599,0.768190713,0.880877124,0.99955595,0.334552102,1,1,1,1,1,1,1,1,1,1,0.99908341,1,1,1,0.963681049,0.915519253,0.897218601,0.825086059,0.779803059,0.799718196,0.847771561,1,0.819922666,0.768846016,0.73761085,0.732082488,0.761173891,0.938779452,1,1,0.996276376,0.994488671,1,1,1,1,0.871722317,0.258719087,1,1,1,1,0.186287776,1,1,0.925019031,1,1,1,0.612081851,1,1,0.990603363,0.926239606,1,0.828277046,0.821790038,1,1,1,1,0.44612286,0.658682635,0.943339209,1,0.913810655,1,0.619786615,1,0.977039101,1,1,0.965517241,1,1,1,0.98480573,0.931194793,0.754340056,0.39342013,0.998748044,1,0.942936033,1,0.93955185,0.828457447,0.79686516,0.708598726,0.631178707,1,0.784597109,0.997968736,0.953943218,0.629669931,0.63965656,1,0.733769443,1,1,1,1,1,1,0.961564859,1,1,0.994224206,0.971709007,0.959805116,0.933372816,0.879245283,0.802055165,0.29764454,0.527537129,1,0.674857933,0.998014748,0.999488229,1,1,1,0.974249559,0.420940496,0.994196782,1,1,1,1,1,1,0.984946237,0.669250646,1,1,1,1,1,1,0.988373322,1,0.552025278,0.866337855,0.974358974,1,1,1,1,1,1,1,0.984927916,0.965397924,0.942945258,1,1,1,1,1,0.896501458,0.946956734,0.978837209,0.986015644,0.969611968,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-299
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.960580913,0.934438583,0.885051268,0.767301192,0.877321217,0.999111901,0.334290938,1,1,1,1,1,1,1,1,1,1,0.99908341,1,1,1,0.963681049,0.915285881,0.897218601,0.824655766,0.779593547,0.798510467,0.847771561,1,0.819002025,0.76795284,0.737263085,0.731913455,0.760836566,0.938779452,1,1,0.996276376,0.993876301,1,1,1,1,0.871533673,0.257450856,1,1,1,1,0.18598707,1,1,0.924130931,1,1,1,0.605896603,1,1,0.990108803,0.925546658,1,0.825987407,0.821690812,1,1,1,1,0.44612286,0.658083832,0.943087384,1,0.913810655,1,0.619010669,1,0.97694303,1,1,0.964588413,0.999912633,1,1,0.984588669,0.930264993,0.753637988,0.393145715,0.998748044,1,0.942705936,1,0.938822303,0.828235816,0.794031208,0.708399682,0.630228137,1,0.783211245,0.99788042,0.953943218,0.629307218,0.639388248,1,0.732170374,1,1,1,1,1,1,0.961564859,1,1,0.994224206,0.971709007,0.959805116,0.933372816,0.878955007,0.801784749,0.295503212,0.525371287,1,0.673782829,0.998014748,0.999232344,1,1,1,0.974102413,0.420027393,0.994196782,1,1,1,1,1,1,0.984946237,0.669250646,1,1,1,1,1,1,0.987210654,1,0.545574231,0.861159063,0.973540644,1,1,1,1,1,1,1,0.98470948,0.965397924,0.942945258,1,1,1,1,1,0.896209913,0.946956734,0.978837209,0.985304575,0.968910706,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-298
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95988935,0.933685004,0.883432272,0.766055862,0.872777558,0.999111901,0.334290938,1,1,1,1,1,1,1,1,1,1,0.99908341,1,1,1,0.963681049,0.915285881,0.897218601,0.824225473,0.779593547,0.796698873,0.846228053,1,0.818449641,0.76759557,0.736567553,0.731744422,0.760836566,0.938779452,1,1,0.996276376,0.993263931,1,1,1,1,0.870967742,0.256816741,1,1,1,1,0.185686363,1,1,0.923877189,1,1,1,0.600072161,1,1,0.990108803,0.925007699,1,0.825414997,0.820400873,1,1,1,1,0.44612286,0.658083832,0.943024427,1,0.913810655,1,0.61842871,1,0.97694303,1,1,0.964007895,0.999825266,1,1,0.984588669,0.929800093,0.753127393,0.392688356,0.998748044,1,0.94247584,1,0.938196978,0.828014184,0.790987335,0.708200637,0.628802281,1,0.780835478,0.997703789,0.952050473,0.628037722,0.639254092,1,0.729902602,1,1,1,1,1,1,0.960878518,1,1,0.994224206,0.971709007,0.959805116,0.932780574,0.878955007,0.800973499,0.293667788,0.523824257,1,0.672554139,0.99773114,0.999232344,1,1,1,0.974102413,0.419266474,0.993669217,1,1,1,1,1,1,0.984946237,0.669250646,1,1,1,1,1,1,0.987210654,1,0.5396498,0.854993835,0.972722313,1,1,1,1,1,1,1,0.984491044,0.965397924,0.942945258,1,1,1,1,1,0.895918367,0.946467856,0.978604651,0.984593506,0.968676952,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-297
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95988935,0.933685004,0.883432272,0.764098915,0.869221652,0.999111901,0.334029773,1,1,1,1,1,1,1,1,1,1,0.99908341,1,1,1,0.963681049,0.915285881,0.897218601,0.824010327,0.779384035,0.796497585,0.845649238,1,0.817713128,0.766702394,0.736393671,0.731744422,0.760499241,0.938586327,1,1,0.996276376,0.993263931,1,1,1,1,0.870779098,0.254914394,1,1,1,1,0.18553601,1,1,0.923750317,1,1,1,0.59522705,1,1,0.990108803,0.924391746,1,0.825414997,0.819607065,1,1,1,1,0.44612286,0.658083832,0.942961471,1,0.913810655,1,0.617264791,1,0.97694303,1,1,0.963427377,0.999825266,1,1,0.984371608,0.929335193,0.752999745,0.392352959,0.998748044,1,0.942245743,1,0.937258989,0.827792553,0.788118396,0.708001592,0.628326996,1,0.780241536,0.997703789,0.952050473,0.627493653,0.638985779,1,0.727838349,1,1,1,1,1,1,0.960878518,1,1,0.994224206,0.971709007,0.959805116,0.932484454,0.878664731,0.800703083,0.29305598,0.52289604,1,0.671479035,0.99773114,0.999232344,1,1,1,0.974102413,0.418505555,0.993669217,1,1,1,1,1,1,0.984946237,0.669250646,1,1,1,1,1,1,0.986787866,1,0.533900908,0.851048089,0.970812875,1,1,1,1,1,1,1,0.984491044,0.965397924,0.942559753,1,1,1,1,1,0.895918367,0.946467856,0.978604651,0.984356483,0.968209444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-296
6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95988935,0.933685004,0.881813276,0.763209393,0.865270644,0.998889876,0.333768608,1,1,1,1,1,1,1,1,1,1,0.99908341,1,1,1,0.963681049,0.915285881,0.897218601,0.823580034,0.779384035,0.796095008,0.844684546,1,0.816976616,0.765987853,0.736219788,0.731744422,0.760330579,0.938586327,1,1,0.996276376,0.993263931,1,1,1,1,0.870779098,0.254280279,1,1,1,1,0.184934596,1,1,0.923623446,1,1,1,0.590588114,1,1,0.989861523,0.923467816,1,0.824270177,0.818813257,1,1,1,1,0.44612286,0.658083832,0.942772601,1,0.913810655,1,0.616391853,1,0.976654818,1,1,0.962846859,0.999650533,1,1,0.984371608,0.928405393,0.752616799,0.392109034,0.998748044,1,0.94178555,1,0.936529442,0.827792553,0.78545938,0.708001592,0.628326996,1,0.77826173,0.997703789,0.952050473,0.627130939,0.638449155,1,0.725425207,1,1,1,1,1,1,0.960878518,1,1,0.994224206,0.971709007,0.959805116,0.931892212,0.878374456,0.800432666,0.291526461,0.521658416,1,0.670096759,0.99773114,0.999232344,1,1,1,0.974102413,0.417440268,0.993405434,1,1,1,1,1,1,0.984946237,0.669250646,1,1,1,1,1,1,0.986365078,1,0.528195901,0.847595561,0.970540098,1,1,1,1,1,1,1,0.984491044,0.965397924,0.942559753,1,1,1,1,1,0.895335277,0.946467856,0.978372093,0.983882437,0.967741935,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-295
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95988935,0.931424265,0.878035618,0.762497776,0.861517187,0.998667851,0.333507443,1,1,1,1,1,1,1,1,1,1,0.99908341,1,1,1,0.963681049,0.915285881,0.897218601,0.823149742,0.779384035,0.794887279,0.844298669,1,0.816424231,0.764558771,0.735524257,0.731575389,0.760330579,0.938586327,1,1,0.996276376,0.993263931,1,1,1,1,0.870590455,0.254280279,1,1,1,1,0.184784243,1,1,0.923242832,1,1,1,0.586361528,1,1,0.989861523,0.922928857,1,0.822552948,0.817622544,1,1,1,1,0.445619335,0.65748503,0.942709645,1,0.913471327,1,0.615276431,1,0.976462677,1,1,0.962498549,0.999650533,1,1,0.983720425,0.927475593,0.75248915,0.391773638,0.998748044,1,0.941325357,1,0.93621678,0.82712766,0.781925687,0.707603503,0.628326996,1,0.776083944,0.997703789,0.952050473,0.626405513,0.638314999,1,0.722808548,1,1,1,1,1,1,0.960192176,1,1,0.994224206,0.971709007,0.959805116,0.93129997,0.877793904,0.800432666,0.290302845,0.520730198,1,0.669021656,0.99773114,0.998976459,1,1,1,0.974102413,0.416222797,0.993141651,1,1,1,1,1,1,0.984946237,0.669250646,1,1,1,1,1,1,0.985836592,1,0.522885856,0.842663379,0.969994544,1,1,1,1,1,1,1,0.984491044,0.965397924,0.942174248,1,1,1,1,1,0.895335277,0.946467856,0.978139535,0.983645414,0.967274427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-294
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95988935,0.929917106,0.877495953,0.761252446,0.856380877,0.998667851,0.333507443,1,1,1,1,1,1,1,1,1,1,0.99908341,1,1,1,0.963681049,0.915285881,0.897218601,0.822934596,0.779174523,0.794082126,0.843719853,1,0.815319462,0.764201501,0.735350374,0.731406356,0.760161916,0.938393202,1,1,0.996276376,0.992039192,1,1,1,1,0.870590455,0.252377933,1,1,1,1,0.184483536,1,1,0.922608475,1,1,1,0.581104067,1,1,0.989861523,0.922081922,1,0.822552948,0.81672951,1,1,1,1,0.445619335,0.65748503,0.942583732,1,0.913471327,1,0.613676043,1,0.976366606,1,1,0.961918031,0.999650533,1,1,0.983286303,0.927475593,0.752297677,0.391407751,0.998748044,1,0.940635067,1,0.936008338,0.82712766,0.779196697,0.707404459,0.62595057,1,0.77489606,0.997703789,0.952050473,0.624954661,0.638180843,1,0.720744294,1,1,1,1,1,1,0.960192176,1,1,0.994224206,0.971709007,0.959805116,0.93100385,0.877503628,0.800432666,0.288467421,0.518873762,1,0.667792966,0.99773114,0.998976459,1,1,1,0.973808122,0.415461878,0.993141651,1,1,1,1,1,1,0.984946237,0.669250646,1,1,1,1,1,1,0.985308107,1,0.518585158,0.837731196,0.969448991,1,1,1,1,1,1,1,0.984491044,0.965397924,0.942174248,0.99952176,1,1,1,1,0.895335277,0.946223417,0.978139535,0.982697322,0.966806919,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-293
9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95988935,0.929163527,0.875876956,0.76018502,0.85242987,0.998445826,0.333246278,1,1,1,1,1,1,1,1,1,1,0.99908341,1,1,1,0.963681049,0.914819137,0.897218601,0.821858864,0.779174523,0.792874396,0.843141038,1,0.813846437,0.76348696,0.735002608,0.730899256,0.759993253,0.938393202,1,1,0.995448904,0.992039192,1,1,1,1,0.870401811,0.252377933,1,1,1,1,0.18418283,1,1,0.921974118,1,1,1,0.576052781,1,1,0.989861523,0.92092701,1,0.821980538,0.815439571,1,1,1,1,0.445619335,0.65748503,0.942205993,1,0.913131999,1,0.612221145,1,0.976174464,1,1,0.960873099,0.999475799,1,1,0.983069242,0.926545793,0.752106204,0.391194317,0.998435055,1,0.940174873,1,0.935591454,0.826906028,0.776327759,0.707205414,0.625475285,1,0.77469808,0.997703789,0.950157729,0.624047878,0.637778374,1,0.718592819,1,1,1,1,1,1,0.960192176,1,1,0.994224206,0.971709007,0.959805116,0.93100385,0.877503628,0.80016225,0.287243805,0.517326733,1,0.666257103,0.99773114,0.998976459,1,1,1,0.973808122,0.414396591,0.992877869,1,1,1,1,1,1,0.984946237,0.669250646,1,1,1,1,1,1,0.98446253,1,0.513231228,0.834278668,0.96863066,1,1,1,1,1,1,1,0.984491044,0.965109573,0.942174248,0.99904352,1,1,1,1,0.895335277,0.945978978,0.978139535,0.982460299,0.966105657,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-292
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95988935,0.929163527,0.875337291,0.759117595,0.84729356,0.998001776,0.333246278,1,1,1,1,1,1,1,1,1,1,0.99908341,1,1,1,0.963681049,0.914819137,0.897218601,0.821428571,0.779174523,0.792270531,0.8429481,1,0.813478181,0.763308324,0.73448096,0.73056119,0.759993253,0.938393202,1,1,0.995448904,0.992039192,1,1,1,1,0.870401811,0.251743817,1,1,1,1,0.183882123,1,1,0.921593504,1,1,1,0.570486057,1,1,0.989614243,0.920465045,1,0.820835718,0.814943441,1,1,1,1,0.445619335,0.65748503,0.941891211,1,0.913131999,1,0.611057226,1,0.975982323,1,1,0.960060374,0.999301066,1,1,0.983069242,0.926545793,0.751850906,0.390828429,0.998435055,1,0.939484584,1,0.935070349,0.826241135,0.773423833,0.707006369,0.624524715,1,0.773312215,0.997703789,0.950157729,0.623322452,0.637644218,1,0.716325047,1,1,1,1,1,1,0.960192176,1,1,0.994224206,0.971709007,0.959805116,0.930707729,0.877503628,0.80016225,0.286631998,0.514542079,1,0.665182,0.99773114,0.998976459,1,1,1,0.973808122,0.41394004,0.992877869,1,1,1,1,1,1,0.984946237,0.669250646,1,1,1,1,1,1,0.983722651,1,0.507175144,0.829346486,0.967539553,1,1,1,1,1,1,1,0.984491044,0.965109573,0.942174248,0.99808704,1,1,1,1,0.895043732,0.945978978,0.977906977,0.982460299,0.965404395,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-291
